"03/18/2022, 21:13:14",https://www.realtor.ca/real-estate/24139025/88b-shore-road-dartmouth-dartmouth,"$889,000 ",88B Shore Road,"Dartmouth, Nova Scotia B3A1A4",B3A1A4,MLS  Number: 202204139,3 + 0,3,4,Single Family,Row / Townhouse,3,Dartmouth,Freehold,under 1/2 acre,2006,Garage,4 days,"Mar 8, 2017 Sold $450,000",2400 sqft,"Gas stove(s), Dishwasher, Washer/Dryer Combo, Microwave Range Hood Combo, Refrigerator",Poured Concrete,,,Full,Building,Bedrooms,Above Grade,3,Bathrooms,Total,4,Partial,1,Interior Features,Appliances Included,"Gas stove(s), Dishwasher, Washer/Dryer Combo, Microwave Range Hood Combo, Refrigerator",Flooring,"Ceramic Tile, Hardwood",Basement Type,Full,Building Features,Features,Balcony,Foundation Type,Poured Concrete,Total Finished Area,2400 sqft,Heating & Cooling,Cooling,Heat Pump,Utilities,Utility Sewer,Municipal sewage system,Water,Municipal water,Exterior Features,Exterior Finish,"Stone, Vinyl",Parking,Parking Type,Garage,,,,,,,,,,,,,
"03/18/2022, 21:14:01",https://www.realtor.ca/real-estate/24138875/810-young-avenue-halifax-halifax,"$2,000,000 ",810 Young Avenue,"Halifax, Nova Scotia B3H2V7",B3H2V7,MLS  Number: 202204138,7 + 0,7,5,Single Family,House,2,Halifax,Freehold,under 1/2 acre,1918,,4 days,,3870 sqft,"Cooktop - Electric, Oven - Electric, Dishwasher, Dryer, Washer, Microwave, Refrigerator",Poured Concrete,Detached,,,Building,Bedrooms,Above Grade,7,Bathrooms,Total,5,Partial,1,Interior Features,Appliances Included,"Cooktop - Electric, Oven - Electric, Dishwasher, Dryer, Washer, Microwave, Refrigerator",Flooring,"Carpeted, Ceramic Tile, Hardwood",Building Features,Features,Level,Foundation Type,Poured Concrete,Style,Detached,Total Finished Area,3870 sqft,Structures,Shed,Utilities,Utility Sewer,Municipal sewage system,Water,Municipal water,Exterior Features,Exterior Finish,Wood shingles,Neighbourhood Features,Amenities Nearby,"Park, Playground, Public Transit, Shopping, Place of Worship",,,,,,,,,,,,,,
"03/18/2022, 21:14:29",https://www.realtor.ca/real-estate/24137487/45-lovat-crescent-new-glasgow-new-glasgow,"$419,900 ",45 Lovat Crescent,"New Glasgow, Nova Scotia B2H0B1",B2H0B1,MLS  Number: 202204094,2 + 1,3,3,Single Family,House,1,New Glasgow,Freehold,under 1/2 acre,2007,,5 days,"Aug 15, 2012 Sold $276,000",2700 sqft,"Range - Electric, Dishwasher, Dryer, Washer, Garburator, Refrigerator",Poured Concrete,Detached,Character,,Building,Bedrooms,Above Grade,2,Below Grade,1,Bathrooms,Total,3,Partial,1,Interior Features,Appliances Included,"Range - Electric, Dishwasher, Dryer, Washer, Garburator, Refrigerator",Flooring,"Carpeted, Ceramic Tile, Hardwood",Building Features,Features,"Treed, Sloping, Level",Foundation Type,Poured Concrete,Style,Detached,Architecture Style,Character,Total Finished Area,2700 sqft,Structures,Shed,Utilities,Utility Sewer,Municipal sewage system,Water,Municipal water,Exterior Features,Exterior Finish,Vinyl,Neighbourhood Features,Community Features,"Recreational Facilities, School Bus",Amenities Nearby,"Park, Playground, Public Transit, Shopping, Place of Worship",,,,,,,,
"03/18/2022, 21:15:26",https://www.realtor.ca/real-estate/24132791/38-soaring-way-hammonds-plains-hammonds-plains,"$775,000 ",38 Soaring Way,"Hammonds Plains, Nova Scotia B3Z0S4",B3Z0S4,MLS  Number: 202204037,3 + 1,4,4,Single Family,House,2,Hammonds Plains,Freehold,1/2 - 1 acre,,"Garage, Attached Garage",7 days,"Mar 18, 2021 Sold $536,158",2900 sqft,"Range - Electric, Dishwasher, Dryer - Electric, Washer, Microwave, Refrigerator",Poured Concrete,Detached,,Full (Finished),Building,Bedrooms,Above Grade,3,Below Grade,1,Bathrooms,Total,4,Partial,1,Interior Features,Appliances Included,"Range - Electric, Dishwasher, Dryer - Electric, Washer, Microwave, Refrigerator",Flooring,"Hardwood, Tile",Basement Features,Walk out,Basement Type,Full (Finished),Building Features,Features,Level,Foundation Type,Poured Concrete,Style,Detached,Total Finished Area,2900 sqft,Rental Equipment,Propane Tank,Heating & Cooling,Cooling,"Central air conditioning, Heat Pump",Utilities,Utility Sewer,Septic System,Water,Drilled Well,Exterior Features,Exterior Finish,Vinyl,Neighbourhood Features,Amenities Nearby,"Park, Playground, Public Transit",Parking,Parking Type,"Garage, Attached Garage",,
"03/18/2022, 21:16:05",https://www.realtor.ca/real-estate/24132969/231-southgate-drive-bedford-bedford,"$819,900 ",231 Southgate Drive,"Bedford, Nova Scotia B4A4L2",B4A4L2,MLS  Number: 202204043,4 + 0,4,4,Single Family,House,2,Bedford,Freehold,under 1/2 acre,2005,"Garage, Attached Garage",7 days,"Jun 28, 2007 Sold $395,000",3116 sqft,"Oven - Electric, Range - Electric, Dishwasher, Dryer, Washer, Microwave Range Hood Combo, Refrigerator",Poured Concrete,Detached,,,Building,Bedrooms,Above Grade,4,Bathrooms,Total,4,Partial,1,Interior Features,Appliances Included,"Oven - Electric, Range - Electric, Dishwasher, Dryer, Washer, Microwave Range Hood Combo, Refrigerator",Flooring,"Carpeted, Ceramic Tile, Engineered hardwood, Hardwood, Vinyl",Building Features,Foundation Type,Poured Concrete,Style,Detached,Total Finished Area,3116 sqft,Heating & Cooling,Cooling,Heat Pump,Utilities,Utility Sewer,Municipal sewage system,Water,Municipal water,Exterior Features,Exterior Finish,"Brick, Vinyl",Neighbourhood Features,Community Features,"Recreational Facilities, School Bus",Amenities Nearby,"Park, Playground, Public Transit, Shopping, Place of Worship",Parking,Parking Type,"Garage, Attached Garage",,,,,,,,,,
"03/18/2022, 21:16:26",https://www.realtor.ca/real-estate/24132663/50-west-porters-lake-road-porters-lake-porters-lake,"$345,000 ",50 West Porters Lake Road,"Porters Lake, Nova Scotia B3R1K2",B3R1K2,MLS  Number: 202204035,3 + 0,3,1,Single Family,House,1,Porters Lake,Freehold,under 1/2 acre,1982,Gravel,7 days,"Jun 15, 2010 Sold $169,000",1653 sqft,"Stove, Dishwasher, Dryer, Washer, Refrigerator",Poured Concrete,Detached,Character,Full (Partially finished),Building,Bedrooms,Above Grade,3,Bathrooms,Total,1,Partial,0,Interior Features,Appliances Included,"Stove, Dishwasher, Dryer, Washer, Refrigerator",Flooring,"Laminate, Tile",Basement Type,Full (Partially finished),Building Features,Foundation Type,Poured Concrete,Style,Detached,Architecture Style,Character,Total Finished Area,1653 sqft,Structures,Shed,Utilities,Utility Sewer,Septic System,Water,Drilled Well,Exterior Features,Exterior Finish,"Aluminum siding, Vinyl",Neighbourhood Features,Community Features,School Bus,Amenities Nearby,"Park, Public Transit",Parking,Parking Type,Gravel,,,,,,,
"03/18/2022, 21:18:47",https://www.realtor.ca/real-estate/24132126/41-peter-court-eastern-passage-eastern-passage,"$279,900 ",41 Peter Court,"Eastern Passage, Nova Scotia B3G1S9",B3G1S9,MLS  Number: 202204032,0 + 3,3,2,Single Family,House,1,Eastern Passage,Freehold,under 1/2 acre,2002,,7 days,,1440 sqft,"Stove, Dishwasher, Dryer, Washer, Refrigerator",Poured Concrete,Semi-detached,,,Building,Bedrooms,Below Grade,3,Bathrooms,Total,2,Partial,1,Interior Features,Appliances Included,"Stove, Dishwasher, Dryer, Washer, Refrigerator",Flooring,"Ceramic Tile, Hardwood, Laminate, Vinyl",Building Features,Foundation Type,Poured Concrete,Style,Semi-detached,Total Finished Area,1440 sqft,Heating & Cooling,Cooling,Wall unit,Utilities,Utility Sewer,Municipal sewage system,Water,Municipal water,Exterior Features,Exterior Finish,Vinyl,Neighbourhood Features,Community Features,School Bus,Amenities Nearby,"Golf Course, Playground, Public Transit, Place of Worship",,,,,,,,,,,,,
"03/18/2022, 21:19:46",https://www.realtor.ca/real-estate/24132662/1437-10-highway-cookville-cookville,"$329,900 ",1437 10 Highway,"Cookville, Nova Scotia B4V7R5",B4V7R5,MLS  Number: 202204034,2 + 0,2,1,Single Family,House,1,Cookville,Freehold,1 - 3 acres,2002,Gravel,7 days,"Jul 17, 2005 Sold $110,000",1060 sqft,"Stove, Dryer, Washer, Refrigerator",,Detached,,None,Building,Bedrooms,Above Grade,2,Bathrooms,Total,1,Partial,0,Interior Features,Appliances Included,"Stove, Dryer, Washer, Refrigerator",Flooring,"Hardwood, Laminate, Linoleum, Tile",Basement Type,None,Building Features,Features,Treed,Style,Detached,Total Finished Area,1060 sqft,Structures,Shed,Heating & Cooling,Cooling,Heat Pump,Utilities,Utility Sewer,Septic System,Water,Drilled Well,Exterior Features,Exterior Finish,Wood siding,Neighbourhood Features,Community Features,"Recreational Facilities, School Bus",Amenities Nearby,"Golf Course, Park, Shopping, Place of Worship",Parking,Parking Type,Gravel,,,,,,
"03/18/2022, 21:20:40",https://www.realtor.ca/real-estate/24131886/5-parkstone-terrace-dartmouth-dartmouth,"$279,000 ",5 Parkstone Terrace,"Dartmouth, Nova Scotia B3A1T3",B3A1T3,MLS  Number: 202204021,2 + 0,2,1,Single Family,House,1,Dartmouth,Freehold,under 1/2 acre,,,7 days,,815 sqft,"Stove, Refrigerator",Concrete Block,Detached,Character,Full (Unfinished),Building,Bedrooms,Above Grade,2,Bathrooms,Total,1,Partial,0,Interior Features,Appliances Included,"Stove, Refrigerator",Flooring,"Laminate, Vinyl",Basement Features,Walk out,Basement Type,Full (Unfinished),Building Features,Foundation Type,Concrete Block,Style,Detached,Architecture Style,Character,Total Finished Area,815 sqft,Utilities,Utility Sewer,Municipal sewage system,Water,Municipal water,Exterior Features,Exterior Finish,Vinyl,,,,,,,,,,,,,,,
"03/18/2022, 21:36:24",https://www.realtor.ca/real-estate/24131885/9273-highway-10-nictaux-nictaux,"$185,000 ",9273 Highway 10,"Nictaux, Nova Scotia B0S1P0",B0S1P0,MLS  Number: 202204020,2 + 0,2,1,Single Family,House,2,Nictaux,Freehold,under 1/2 acre,1932,Gravel,7 days,"Aug 31, 2011 Sold $73,500",920 sqft,"Range - Electric, Dishwasher, Washer/Dryer Combo, Refrigerator",Poured Concrete,Detached,5 Level,,Building,Bedrooms,Above Grade,2,Bathrooms,Total,1,Partial,0,Interior Features,Appliances Included,"Range - Electric, Dishwasher, Washer/Dryer Combo, Refrigerator",Flooring,"Hardwood, Linoleum, Tile",Building Features,Features,Level,Foundation Type,Poured Concrete,Style,Detached,Architecture Style,5 Level,Total Finished Area,920 sqft,Utilities,Utility Sewer,Municipal sewage system,Water,Drilled Well,Exterior Features,Exterior Finish,Wood siding,Neighbourhood Features,Community Features,School Bus,Amenities Nearby,"Playground, Public Transit",Parking,Parking Type,Gravel,,,,,,,,,
"03/18/2022, 21:37:25",https://www.realtor.ca/real-estate/24131884/1046-evanston-road-cleveland-cleveland,"$139,900 ",1046 Evanston Road,"Cleveland, Nova Scotia B0E1J0",B0E1J0,MLS  Number: 202204018,2 + 0,2,1,Single Family,Mobile Home,1,Cleveland,Freehold,under 1/2 acre,,,7 days,"Mar 29, 2019 Sold $60,000",704 sqft,"Stove, Dryer, Washer, Microwave Range Hood Combo, Refrigerator",,,,None,Building,Bedrooms,Above Grade,2,Bathrooms,Total,1,Partial,0,Interior Features,Appliances Included,"Stove, Dryer, Washer, Microwave Range Hood Combo, Refrigerator",Flooring,"Laminate, Vinyl",Basement Type,None,Building Features,Total Finished Area,704 sqft,Structures,Shed,Heating & Cooling,Cooling,Heat Pump,Utilities,Utility Sewer,Municipal sewage system,Water,Municipal water,Exterior Features,Exterior Finish,Vinyl,Neighbourhood Features,Community Features,School Bus,,,,,,,,,,,,,,,
"03/18/2022, 21:38:01",https://www.realtor.ca/real-estate/24131720/506-martin-avenue-new-glasgow-new-glasgow,"$299,900 ",506 Martin Avenue,"New Glasgow, Nova Scotia B2H1R9",B2H1R9,MLS  Number: 202204016,3 + 0,3,2,Single Family,House,1,New Glasgow,Freehold,under 1/2 acre,1971,,7 days,"Apr 19, 2016 Sold $104,900",1483 sqft,,Poured Concrete,Detached,Character,Full (Partially finished),Building,Bedrooms,Above Grade,3,Bathrooms,Total,2,Partial,0,Interior Features,Flooring,"Ceramic Tile, Hardwood, Laminate",Basement Type,Full (Partially finished),Building Features,Foundation Type,Poured Concrete,Style,Detached,Architecture Style,Character,Total Finished Area,1483 sqft,Utilities,Utility Sewer,Municipal sewage system,Water,Municipal water,Exterior Features,Exterior Finish,Vinyl,Neighbourhood Features,Community Features,"Recreational Facilities, School Bus",Amenities Nearby,"Golf Course, Park, Playground, Public Transit, Shopping, Place of Worship",,,,,,,,,,,,,,
"03/18/2022, 21:38:23",https://www.realtor.ca/real-estate/24131720/506-martin-avenue-new-glasgow-new-glasgow,"$299,900 ",506 Martin Avenue,"New Glasgow, Nova Scotia B2H1R9",B2H1R9,MLS  Number: 202204016,3 + 0,3,2,Single Family,House,1,New Glasgow,Freehold,under 1/2 acre,1971,,7 days,"Apr 19, 2016 Sold $104,900",1483 sqft,,Poured Concrete,Detached,Character,Full (Partially finished),Building,Bedrooms,Above Grade,3,Bathrooms,Total,2,Partial,0,Interior Features,Flooring,"Ceramic Tile, Hardwood, Laminate",Basement Type,Full (Partially finished),Building Features,Foundation Type,Poured Concrete,Style,Detached,Architecture Style,Character,Total Finished Area,1483 sqft,Utilities,Utility Sewer,Municipal sewage system,Water,Municipal water,Exterior Features,Exterior Finish,Vinyl,Neighbourhood Features,Community Features,"Recreational Facilities, School Bus",Amenities Nearby,"Golf Course, Park, Playground, Public Transit, Shopping, Place of Worship",,,,,,,,,,,,,,
"03/18/2022, 21:39:50",https://www.realtor.ca/real-estate/24131262/24-trout-run-spryfield-spryfield,"$489,900 ",24 Trout Run,"Spryfield, Nova Scotia B3R0C4",B3R0C4,MLS  Number: 202203982,3 + 1,4,4,Single Family,House,2,Spryfield,Freehold,under 1/2 acre,2018,,7 days,"Jan 29, 2018 Sold $284,900",2261 sqft,"Oven - Electric, Dishwasher, Dryer - Electric, Washer, Microwave Range Hood Combo, Refrigerator",Poured Concrete,Semi-detached,3 Level,Full (Finished),Building,Bedrooms,Above Grade,3,Below Grade,1,Bathrooms,Total,4,Partial,1,Interior Features,Appliances Included,"Oven - Electric, Dishwasher, Dryer - Electric, Washer, Microwave Range Hood Combo, Refrigerator",Flooring,"Carpeted, Ceramic Tile, Laminate",Basement Features,Walk out,Basement Type,Full (Finished),Building Features,Foundation Type,Poured Concrete,Style,Semi-detached,Architecture Style,3 Level,Total Finished Area,2261 sqft,Heating & Cooling,Cooling,"Wall unit, Heat Pump",Utilities,Utility Sewer,Municipal sewage system,Water,Municipal water,Exterior Features,Exterior Finish,Vinyl,Neighbourhood Features,Community Features,"Recreational Facilities, School Bus",Amenities Nearby,"Park, Playground, Public Transit, Shopping, Place of Worship",,,,,
"03/18/2022, 21:42:10",https://www.realtor.ca/real-estate/24131260/398-crown-drive-halifax-halifax,"$425,000 ",398 Crown Drive,"Halifax, Nova Scotia B3N0B7",B3N0B7,MLS  Number: 202203980,3 + 1,4,3,Single Family,House,2,Halifax,Freehold,under 1/2 acre,1993,Gravel,7 days,"Jun 1, 2017 Sold $284,000",2000 sqft,"Oven - Electric, Dishwasher, Dryer, Washer, Refrigerator",Poured Concrete,Semi-detached,,Full (Finished),Building,Bedrooms,Above Grade,3,Below Grade,1,Bathrooms,Total,3,Partial,1,Interior Features,Appliances Included,"Oven - Electric, Dishwasher, Dryer, Washer, Refrigerator",Flooring,"Carpeted, Laminate, Vinyl",Basement Type,Full (Finished),Building Features,Features,Level,Foundation Type,Poured Concrete,Style,Semi-detached,Total Finished Area,2000 sqft,Structures,Shed,Heating & Cooling,Cooling,Heat Pump,Utilities,Utility Sewer,Municipal sewage system,Water,Municipal water,Exterior Features,Exterior Finish,"Brick, Vinyl",Neighbourhood Features,Community Features,School Bus,Amenities Nearby,"Playground, Public Transit, Shopping",Parking,Parking Type,Gravel,,
"03/18/2022, 21:43:09",https://www.realtor.ca/real-estate/24130823/582a-herring-cove-road-halifax-halifax,"$549,900 ",582A Herring Cove Road,"Halifax, Nova Scotia B3R1X6",B3R1X6,MLS  Number: 202203977,3 + 1,4,4,Single Family,House,2,Halifax,Freehold,under 1/2 acre,,,7 days,,2204 sqft,"Stove, Dishwasher, Dryer, Washer, Microwave, Refrigerator",Poured Concrete,Semi-detached,,Full (Finished),Building,Bedrooms,Above Grade,3,Below Grade,1,Bathrooms,Total,4,Partial,1,Interior Features,Appliances Included,"Stove, Dishwasher, Dryer, Washer, Microwave, Refrigerator",Flooring,"Hardwood, Laminate",Basement Features,Walk out,Basement Type,Full (Finished),Building Features,Features,"Balcony, Level",Foundation Type,Poured Concrete,Style,Semi-detached,Total Finished Area,2204 sqft,Heating & Cooling,Cooling,Heat Pump,Utilities,Utility Sewer,Municipal sewage system,Water,Municipal water,Exterior Features,Exterior Finish,Vinyl,Neighbourhood Features,Community Features,"Recreational Facilities, School Bus",Amenities Nearby,"Park, Public Transit, Shopping",,,,,
