scrapeDatetime,url,price,addressline1,addressline2,po,mls,bedrooms,totalbedrooms,bathrooms,propertyType,BuildingType,storeys,communityName,title,landSize,Builtin,parkingType,publishTime,PriceHistory,totalFinishedArea,appliancesIncluded,foundationType,style,architectureStyle,basementType
"03/18/2022, 21:38:23",https://www.realtor.ca/real-estate/24131720/506-martin-avenue-new-glasgow-new-glasgow,"$299,900 ",506 Martin Avenue,"New Glasgow, Nova Scotia B2H1R9",B2H1R9,MLS  Number: 202204016,3 + 0,3,2,Single Family,House,1,New Glasgow,Freehold,under 1/2 acre,1971.0,,7 days,"Apr 19, 2016 Sold $104,900",1483 sqft,,Poured Concrete,Detached,Character,Full (Partially finished)
"03/18/2022, 21:39:50",https://www.realtor.ca/real-estate/24131262/24-trout-run-spryfield-spryfield,"$489,900 ",24 Trout Run,"Spryfield, Nova Scotia B3R0C4",B3R0C4,MLS  Number: 202203982,3 + 1,4,4,Single Family,House,2,Spryfield,Freehold,under 1/2 acre,2018.0,,7 days,"Jan 29, 2018 Sold $284,900",2261 sqft,"Oven - Electric, Dishwasher, Dryer - Electric, Washer, Microwave Range Hood Combo, Refrigerator",Poured Concrete,Semi-detached,3 Level,Full (Finished)
"03/18/2022, 21:42:10",https://www.realtor.ca/real-estate/24131260/398-crown-drive-halifax-halifax,"$425,000 ",398 Crown Drive,"Halifax, Nova Scotia B3N0B7",B3N0B7,MLS  Number: 202203980,3 + 1,4,3,Single Family,House,2,Halifax,Freehold,under 1/2 acre,1993.0,Gravel,7 days,"Jun 1, 2017 Sold $284,000",2000 sqft,"Oven - Electric, Dishwasher, Dryer, Washer, Refrigerator",Poured Concrete,Semi-detached,,Full (Finished)
"03/18/2022, 21:43:09",https://www.realtor.ca/real-estate/24130823/582a-herring-cove-road-halifax-halifax,"$549,900 ",582A Herring Cove Road,"Halifax, Nova Scotia B3R1X6",B3R1X6,MLS  Number: 202203977,3 + 1,4,4,Single Family,House,2,Halifax,Freehold,under 1/2 acre,,,7 days,,2204 sqft,"Stove, Dishwasher, Dryer, Washer, Microwave, Refrigerator",Poured Concrete,Semi-detached,,Full (Finished)
"03/18/2022, 21:43:59",https://www.realtor.ca/real-estate/24130822/86-skyridge-avenue-lower-sackville-lower-sackville,"$279,900 ",86 Skyridge Avenue,"Lower Sackville, Nova Scotia B4C1R2",B4C1R2,MLS  Number: 202203975,3 + 0,3,2,Single Family,House,1,Lower Sackville,Freehold,under 1/2 acre,,,7 days,,1048 sqft,"Stove, Dryer, Washer, Refrigerator",Poured Concrete,Detached,Character,Full (Partially finished)
"03/18/2022, 21:44:33",https://www.realtor.ca/real-estate/24130543/489-little-harbour-road-little-harbour-little-harbour,"$359,900 ",489 Little Harbour Road,"Little Harbour, Nova Scotia B0J2L0",B0J2L0,MLS  Number: 202203972,2 + 1,3,2,Single Family,House,1,Little Harbour,Freehold,1/2 - 1 acre,1983.0,"Garage, Gravel",7 days,"Apr 18, 2007 Sold $79,900",2460 sqft,Central Vacuum,Poured Concrete,Detached,Character,
"03/18/2022, 21:46:26",https://www.realtor.ca/real-estate/24130544/45-cortland-crescent-kentville-kentville,"$525,000 ",45 Cortland Crescent,"Kentville, Nova Scotia B4N4X4",B4N4X4,MLS  Number: 202203973,2 + 2,4,4,Single Family,House,2,Kentville,Freehold,1 - 3 acres,1990.0,"Garage, Attached Garage",7 days,"Jul 11, 2008 Sold $299,000",3681 sqft,"Central Vacuum, Stove, Dishwasher, Dryer, Washer, Freezer - Chest, Microwave Range Hood Combo, Refrigerator",Poured Concrete,Detached,3 Level,Full (Finished)
"03/18/2022, 21:47:09",https://www.realtor.ca/real-estate/24130542/32-hayden-drive-drive-berwick-berwick,"$349,900 ",32 Hayden Drive Drive,"Berwick, Nova Scotia B0P1E0",B0P1E0,MLS  Number: 202203971,4 + 0,4,3,Single Family,House,2,Berwick,Freehold,under 1/2 acre,,"Garage, Attached Garage",7 days,"Feb 20, 2002 Sold $100,000",1934 sqft,,Poured Concrete,Detached,4 Level,
"03/18/2022, 22:20:49",https://www.realtor.ca/real-estate/24129276/307-5959-spring-garden-road-halifax-halifax,"$375,000 ",307 5959 Spring Garden Road,"Halifax, Nova Scotia B3H1Y5",B3H1Y5,MLS  Number: 202203966,3 + 0,3,2,Single Family,Apartment,1,Halifax,Condominium/Strata,under 1/2 acre,,"Garage, Underground",8 days,"Jan 20, 2017 Sold $208,000",1300 sqft,"Stove, Dishwasher, Refrigerator",Poured Concrete,,,None
"03/18/2022, 22:21:22",https://www.realtor.ca/real-estate/24129277/4-pine-grove-lane-waverley-waverley,"$595,000 ",4 Pine Grove Lane,"Waverley, Nova Scotia B2R1P9",B2R1P9,MLS  Number: 202203967,3 + 0,3,2,Single Family,House,2,Waverley,Freehold,1/2 - 1 acre,1999.0,"Garage, Gravel",8 days,,1741 sqft,"Oven, Stove, Dishwasher, Dryer, Washer, Refrigerator",Poured Concrete,Detached,,Full (Unfinished)
"03/18/2022, 22:21:50",https://www.realtor.ca/real-estate/24128608/11-rogers-road-nictaux-nictaux,"$374,900 ",11 Rogers Road,"Nictaux, Nova Scotia B0S1P0",B0S1P0,MLS  Number: 202203962,3 + 1,4,2,Single Family,House,1,Nictaux,Freehold,under 1/2 acre,1993.0,"Garage, Detached Garage",8 days,"Apr 30, 2004 Sold $141,500",2400 sqft,"Dishwasher, Microwave Range Hood Combo, Water softener",Poured Concrete,Detached,,
"03/18/2022, 22:23:19",https://www.realtor.ca/real-estate/24128606/8-valkyrie-crescent-dartmouth-dartmouth,"$249,900 ",8 Valkyrie Crescent,"Dartmouth, Nova Scotia B2W5B6",B2W5B6,MLS  Number: 202203958,3 + 0,3,2,Single Family,House,2,Dartmouth,Freehold,under 1/2 acre,1983.0,,8 days,"Oct 22, 2015 Sold $165,000",1794 sqft,"Oven, Range, Dryer, Washer, Microwave, Refrigerator",Poured Concrete,Semi-detached,,Full (Finished)
"03/18/2022, 22:25:01",https://www.realtor.ca/real-estate/24128609/34123414-albert-street-north-end-north-end,"$650,000 ",3412/3414 Albert Street,"North End, Nova Scotia B3K3N2",B3K3N2,MLS  Number: 202203963,5 + 0,5,2,Single Family,Duplex,2,North End,Freehold,under 1/2 acre,1922.0,"Garage, Detached Garage",8 days,"Aug 1, 2018 Sold $326,900",2393 sqft,"Oven - Electric, Dishwasher, Dryer - Electric, Washer, Refrigerator",Poured Concrete,,,Full (Finished)
"03/18/2022, 22:25:32",https://www.realtor.ca/real-estate/24128607/7-pinehaven-drive-halifax-halifax,"$949,900 ",7 Pinehaven Drive,"Halifax, Nova Scotia B3P1Y9",B3P1Y9,MLS  Number: 202203960,2 + 0,2,2,Single Family,House,2,Halifax,Freehold,under 1/2 acre,1951.0,,8 days,,2357 sqft,"Gas stove(s), Dishwasher, Dryer, Washer, Freezer, Refrigerator",Poured Concrete,Detached,,Full (Partially finished)
"03/18/2022, 22:26:56",https://www.realtor.ca/real-estate/24128223/841-planes-view-drive-greenwood-greenwood,"$380,000 ",841 Planes View Drive,"Greenwood, Nova Scotia B0P1R0",B0P1R0,MLS  Number: 202203946,3 + 2,5,3,Single Family,House,1,Greenwood,Freehold,1/2 - 1 acre,1994.0,,8 days,"Jul 5, 2018 Sold $224,500",2430 sqft,"Dishwasher, Central Vacuum",Poured Concrete,Detached,,"Full, Partial"
"03/18/2022, 22:27:33",https://www.realtor.ca/real-estate/24128221/231-acadia-street-new-glasgow-new-glasgow,"$324,900 ",231 Acadia Street,"New Glasgow, Nova Scotia B2H4G7",B2H4G7,MLS  Number: 202203944,3 + 0,3,3,Single Family,House,2,New Glasgow,Freehold,under 1/2 acre,,Gravel,8 days,,2496 sqft,"Stove, Dishwasher, Dryer, Washer, Refrigerator",Poured Concrete,Detached,,Full (Partially finished)
"03/18/2022, 22:27:57",https://www.realtor.ca/real-estate/24126260/10-mccarthy-street-dartmouth-dartmouth,"$525,000 ",10 McCarthy Street,"Dartmouth, Nova Scotia B2X2Y4",B2X2Y4,MLS  Number: 202203898,3 + 0,3,2,Single Family,House,3,Dartmouth,Freehold,under 1/2 acre,1980.0,,8 days,,2402 sqft,,Poured Concrete,Detached,,Crawl space
"03/18/2022, 22:46:04",https://www.realtor.ca/real-estate/24126053/29-bonita-drive-dartmouth-dartmouth,"$450,000 ",29 Bonita Drive,"Dartmouth, Nova Scotia B2X3X2",B2X3X2,MLS  Number: 202203892,3 + 0,3,2,Single Family,House,1,Dartmouth,Freehold,under 1/2 acre,1986.0,"Garage, Attached Garage",8 days,,1996 sqft,"Range - Electric, Dishwasher, Dryer, Washer, Refrigerator, Central Vacuum",Poured Concrete,Detached,,Full (Finished)
"03/19/2022, 00:12:25",https://www.realtor.ca/real-estate/24126257/68-melrose-avenue-halifax-halifax,"$399,900 ",68 Melrose Avenue,"Halifax, Nova Scotia B3N2E4",B3N2E4,MLS  Number: 202203894,6 + 0,6,2,Single Family,Duplex,2,Halifax,Freehold,under 1/2 acre,,"Garage, Attached Garage",8 days,,2390 sqft,,Poured Concrete,Up and down,,Crawl space
"03/19/2022, 00:13:40",https://www.realtor.ca/real-estate/24126259/55-concorde-way-enfield-enfield,"$350,000 ",55 Concorde Way,"Enfield, Nova Scotia B2T0R3",B2T0R3,MLS  Number: 202203897,3 + 0,3,4,Single Family,House,2,Enfield,Freehold,under 1/2 acre,2020.0,"Garage, Attached Garage",8 days,,1886 sqft,"Stove, Dryer, Washer, Refrigerator",Poured Concrete,Semi-detached,2 Level,
"03/19/2022, 00:14:34",https://www.realtor.ca/real-estate/24125886/1039-riverside-drive-lower-sackville-lower-sackville,"$329,000 ",1039 Riverside Drive,"Lower Sackville, Nova Scotia B4C1B3",B4C1B3,MLS  Number: 202203879,3 + 1,4,2,Single Family,House,1,Lower Sackville,Freehold,under 1/2 acre,1964.0,,8 days,"Jul 17, 2017 Sold $216,000",1810 sqft,"Stove, Dishwasher, Dryer, Washer, Refrigerator",Poured Concrete,Detached,2 Level,
"03/19/2022, 00:15:06",https://www.realtor.ca/real-estate/24125887/58-sawmill-crescent-middle-sackville-middle-sackville,"$439,900 ",58 Sawmill Crescent,"Middle Sackville, Nova Scotia B4E3M5",B4E3M5,MLS  Number: 202203881,3 + 1,4,3,Single Family,House,2,Middle Sackville,Freehold,under 1/2 acre,2005.0,"Garage, Attached Garage",8 days,,2189 sqft,"Stove, Dishwasher, Dryer, Washer, Refrigerator",Poured Concrete,Detached,,
"03/19/2022, 00:16:00",https://www.realtor.ca/real-estate/24125797/302-118-farnham-gate-road-rockingham-rockingham,"$294,900 ",302 118 Farnham Gate Road,"Rockingham, Nova Scotia B3M3Z9",B3M3Z9,MLS  Number: 202203871,2 + 0,2,2,Single Family,Apartment,1,Rockingham,Condominium/Strata,under 1/2 acre,1986.0,,8 days,"May 1, 2018 Sold $165,000",1033 sqft,"Oven, Range, Dryer, Washer, Microwave, Refrigerator",Concrete Slab,,,None
"03/19/2022, 00:16:30",https://www.realtor.ca/real-estate/24125793/85-basinview-drive-bedford-bedford,"$599,900 ",85 Basinview Drive,"Bedford, Nova Scotia B4A4K7",B4A4K7,MLS  Number: 202203866,3 + 2,5,4,Single Family,House,2,Bedford,Freehold,under 1/2 acre,2003.0,"Garage, Attached Garage",8 days,"Dec 20, 2017 Sold $425,000",3100 sqft,"Cooktop - Propane, Oven - Electric, Dishwasher, Dryer, Washer, Microwave, Refrigerator",Poured Concrete,Detached,,
"03/19/2022, 00:16:57",https://www.realtor.ca/real-estate/24125796/42-atholea-drive-dartmouth-dartmouth,"$489,900 ",42 Atholea Drive,"Dartmouth, Nova Scotia B2V1C5",B2V1C5,MLS  Number: 202203870,2 + 1,3,1,Single Family,House,1,Dartmouth,Freehold,under 1/2 acre,1991.0,,8 days,"Aug 15, 2011 Sold $212,500",1834 sqft,"Stove, Dishwasher, Dryer, Washer, Refrigerator",Concrete Block,Detached,,
"03/19/2022, 00:17:30",https://www.realtor.ca/real-estate/24125884/104-5389-victoria-road-halifax-halifax,"$349,000 ",104 5389 Victoria Road,"Halifax, Nova Scotia B3H1M4",B3H1M4,MLS  Number: 202203876,3 + 0,3,2,Single Family,Apartment,3,Halifax,Condominium/Strata,under 1/2 acre,1919.0,Gravel,8 days,"Dec 18, 2015 Sold $201,000",1029 sqft,"Stove, Dishwasher, Dryer, Washer, Refrigerator",Poured Concrete,,3 Level,Unknown
"03/19/2022, 00:17:58",https://www.realtor.ca/real-estate/24125888/2048-shore-road-eastern-passage-eastern-passage,"$399,900 ",2048 Shore Road,"Eastern Passage, Nova Scotia B3G1H5",B3G1H5,MLS  Number: 202203884,2 + 0,2,1,Single Family,House,2,Eastern Passage,Freehold,under 1/2 acre,1960.0,,8 days,,1050 sqft,"Stove, Dishwasher, Dryer, Washer, Microwave, Refrigerator",,Detached,,Full
"03/19/2022, 00:19:07",https://www.realtor.ca/real-estate/24125885/74-inspector-court-halifax-halifax,"$499,900 ",74 Inspector Court,"Halifax, Nova Scotia B3R0A7",B3R0A7,MLS  Number: 202203877,3 + 0,3,4,Single Family,House,2,Halifax,Freehold,under 1/2 acre,2012.0,,8 days,"Mar 28, 2012 Sold $240,900",1937 sqft,"Stove, Dishwasher, Dryer - Electric, Washer, Refrigerator",Poured Concrete,Detached,,
