"03/18/2022, 16:33:56",https://www.realtor.ca/real-estate/24149010/301-89-pebblecreek-crescent-dartmouth-dartmouth,"$329,900 ",301 89 Pebblecreek Crescent,"Dartmouth, Nova Scotia B2W0K6",B2W0K6,MLS  Number: 202204349,2 + 0,2,1,Single Family,Apartment,1,Dartmouth,Condominium/Strata,under 1/2 acre,2012,"Garage, Underground",2 days,,986 sqft,Intercom,Poured Concrete,,,Full,Building,Bedrooms,Above Grade,2,Bathrooms,Total,1,Partial,0,Interior Features,Appliances Included,Intercom,Flooring,"Ceramic Tile, Engineered hardwood",Basement Type,Full,Building Features,Features,"Wheelchair access, Balcony",Foundation Type,Poured Concrete,Total Finished Area,986 sqft,Utilities,Utility Sewer,Municipal sewage system,Water,Municipal water,Exterior Features,Exterior Finish,Brick,Neighbourhood Features,Amenities Nearby,Public Transit,Maintenance and Condo Information,Maintenance Fees,$319.90 Monthly,Parking,Parking Type,"Garage, Underground",,,,,,,,,,,,
"03/18/2022, 16:39:58",https://www.realtor.ca/real-estate/24148594/65-farrell-street-dartmouth-dartmouth,"$219,900 ",65 Farrell Street,"Dartmouth, Nova Scotia B3A4B3",B3A4B3,MLS  Number: 202204340,2 + 0,2,1,Single Family,House,1,Dartmouth,Freehold,under 1/2 acre,,,2 days,,600 sqft,"Stove, Dryer, Washer, Refrigerator",Poured Concrete,Detached,,,Building,Bedrooms,Above Grade,2,Bathrooms,Total,1,Partial,0,Interior Features,Appliances Included,"Stove, Dryer, Washer, Refrigerator",Flooring,"Ceramic Tile, Laminate, Tile",Building Features,Features,Level,Foundation Type,Poured Concrete,Style,Detached,Total Finished Area,600 sqft,Utilities,Utility Sewer,Municipal sewage system,Water,Municipal water,Exterior Features,Exterior Finish,Wood siding,Neighbourhood Features,Community Features,"Recreational Facilities, School Bus",Amenities Nearby,"Golf Course, Park, Playground, Public Transit, Shopping, Place of Worship",,,,,,,,,,,,,,,,
"03/18/2022, 16:41:58",https://www.realtor.ca/real-estate/24148596/21-rowledge-lane-bedford-bedford,"$799,900 ",21 Rowledge Lane,"Bedford, Nova Scotia B4A0J6",B4A0J6,MLS  Number: 202204343,3 + 1,4,4,Single Family,House,2,Bedford,Freehold,under 1/2 acre,2020,"Garage, Attached Garage",2 days,,2895 sqft,,,Detached,,,Building,Bedrooms,Above Grade,3,Below Grade,1,Bathrooms,Total,4,Partial,1,Interior Features,Flooring,"Engineered hardwood, Porcelain Tile",Building Features,Features,Treed,Style,Detached,Total Finished Area,2895 sqft,Rental Equipment,Propane Tank,Utilities,Utility Sewer,Municipal sewage system,Water,Municipal water,Exterior Features,Exterior Finish,"Vinyl, Wood siding, Concrete",Neighbourhood Features,Community Features,"Recreational Facilities, School Bus",Amenities Nearby,"Park, Playground, Public Transit, Shopping",Parking,Parking Type,"Garage, Attached Garage",,,,,,,,,,,,,
"03/18/2022, 16:46:57",https://www.realtor.ca/real-estate/24148591/233-amesbury-gate-bedford-bedford,"$939,000 ",233 Amesbury Gate,"Bedford, Nova Scotia B4B0R8",B4B0R8,MLS  Number: 202204337,3 + 1,4,4,Single Family,House,2,Bedford,Freehold,under 1/2 acre,2020,Garage,2 days,,2976 sqft,"Range - Electric, Stove, Dishwasher, Dryer, Washer",Poured Concrete,Detached,,Full (Finished),Building,Bedrooms,Above Grade,3,Below Grade,1,Bathrooms,Total,4,Partial,1,Interior Features,Appliances Included,"Range - Electric, Stove, Dishwasher, Dryer, Washer",Flooring,"Ceramic Tile, Hardwood, Laminate",Basement Features,Walk out,Basement Type,Full (Finished),Building Features,Foundation Type,Poured Concrete,Style,Detached,Total Finished Area,2976 sqft,Heating & Cooling,Cooling,Heat Pump,Utilities,Utility Sewer,Municipal sewage system,Water,Municipal water,Exterior Features,Exterior Finish,"Brick, Vinyl, Other",Parking,Parking Type,Garage,,,,,,,,,,,
"03/18/2022, 17:03:14",https://www.realtor.ca/real-estate/24148411/119-kingswood-drive-hammonds-plains-hammonds-plains,"$999,900 ",119 Kingswood Drive,"Hammonds Plains, Nova Scotia B4B1K4",B4B1K4,MLS  Number: 202204334,5 + 1,6,4,Single Family,House,2,Hammonds Plains,Freehold,1 - 3 acres,1993,"Garage, Detached Garage",2 days,,4241 sqft,"Stove, Dishwasher, Dryer, Washer, Refrigerator, Hot Tub",Poured Concrete,Detached,,,Building,Bedrooms,Above Grade,5,Below Grade,1,Bathrooms,Total,4,Partial,1,Interior Features,Appliances Included,"Stove, Dishwasher, Dryer, Washer, Refrigerator, Hot Tub",Flooring,"Carpeted, Ceramic Tile, Hardwood",Building Features,Features,Gazebo,Foundation Type,Poured Concrete,Style,Detached,Total Finished Area,4241 sqft,Structures,Shed,Heating & Cooling,Cooling,Heat Pump,Utilities,Utility Sewer,Septic System,Water,Municipal water,Exterior Features,Exterior Finish,"Stone, Vinyl",Pool Type,Inground pool,Neighbourhood Features,Community Features,School Bus,Amenities Nearby,"Playground, Public Transit, Shopping",Parking,Parking Type,"Garage, Detached Garage",,,,
"03/18/2022, 17:19:00",https://www.realtor.ca/real-estate/24148240/1304-1457-brenton-street-halifax-peninsula-halifax-peninsula,"$299,900 ",1304 1457 Brenton Street,"Halifax Peninsula, Nova Scotia B3J3T3",B3J3T3,MLS  Number: 202204320,1 + 0,1,1,Single Family,Apartment,1,Halifax Peninsula,Condominium/Strata,1/2 - 1 acre,1992,"Garage, Attached Garage",2 days,"May 1, 2014 Sold $274,000",695 sqft,"Range, Dishwasher, Microwave, Refrigerator",Poured Concrete,,,None,Building,Bedrooms,Above Grade,1,Bathrooms,Total,1,Partial,0,Interior Features,Appliances Included,"Range, Dishwasher, Microwave, Refrigerator",Flooring,"Ceramic Tile, Engineered hardwood, Laminate",Basement Type,None,Building Features,Foundation Type,Poured Concrete,Total Finished Area,695 sqft,Utilities,Utility Sewer,Municipal sewage system,Water,Municipal water,Exterior Features,Exterior Finish,Brick,Neighbourhood Features,Community Features,Recreational Facilities,Amenities Nearby,"Park, Public Transit, Shopping, Place of Worship",Maintenance and Condo Information,Maintenance Fees,$340.17 Monthly,Parking,Parking Type,"Garage, Attached Garage",,,,,,,,,,,,
"03/18/2022, 17:21:07",https://www.realtor.ca/real-estate/24148241/45-maple-crescent-mount-william-mount-william,"$420,000 ",45 Maple Crescent,"Mount William, Nova Scotia B2H5C6",B2H5C6,MLS  Number: 202204321,2 + 1,3,2,Single Family,House,2,Mount William,Freehold,1 - 3 acres,1982,Gravel,2 days,,2468 sqft,,Poured Concrete,Detached,4 Level,Crawl space,Building,Bedrooms,Above Grade,2,Below Grade,1,Bathrooms,Total,2,Partial,1,Interior Features,Flooring,"Carpeted, Ceramic Tile, Hardwood, Laminate",Basement Type,Crawl space,Building Features,Features,"Treed, Level",Foundation Type,Poured Concrete,Style,Detached,Architecture Style,4 Level,Total Finished Area,2468 sqft,Structures,Shed,Heating & Cooling,Cooling,"Central air conditioning, Heat Pump",Utilities,Utility Sewer,Municipal sewage system,Water,Municipal water,Exterior Features,Exterior Finish,"Brick, Vinyl",Neighbourhood Features,Amenities Nearby,Shopping,Parking,Parking Type,Gravel,,,,,,
"03/18/2022, 17:22:40",https://www.realtor.ca/real-estate/24148242/1959-morden-road-aylesford-aylesford,"$249,000 ",1959 Morden Road,"Aylesford, Nova Scotia B0P1C0",B0P1C0,MLS  Number: 202204323,2 + 0,2,2,Single Family,House,2,Aylesford,Freehold,3 - 10 acres,,Gravel,2 days,"Apr 30, 2018 Sold $113,500",970 sqft,"Stove, Dryer, Washer, Microwave, Refrigerator",Stone,Detached,,Crawl space,Building,Bedrooms,Above Grade,2,Bathrooms,Total,2,Partial,1,Interior Features,Appliances Included,"Stove, Dryer, Washer, Microwave, Refrigerator",Flooring,"Laminate, Wood",Basement Type,Crawl space,Building Features,Features,Treed,Foundation Type,Stone,Style,Detached,Total Finished Area,970 sqft,Heating & Cooling,Cooling,Heat Pump,Utilities,Utility Sewer,Septic System,Water,Dug Well,Exterior Features,Exterior Finish,Vinyl,Parking,Parking Type,Gravel,,,,,,,,,,,,,
"03/18/2022, 17:24:07",https://www.realtor.ca/real-estate/24148123/858-shaw-road-somerset-somerset,"$479,900 ",858 Shaw Road,"Somerset, Nova Scotia B0P1E0",B0P1E0,MLS  Number: 202204307,3 + 0,3,2,Single Family,House,1,Somerset,Freehold,3 - 10 acres,2012,"Garage, Detached Garage, Gravel",2 days,"Feb 23, 2021 Sold $345,000",1287 sqft,"Stove, Dishwasher, Dryer, Washer, Refrigerator",Concrete Slab,Detached,Character,None,Building,Bedrooms,Above Grade,3,Bathrooms,Total,2,Partial,1,Interior Features,Appliances Included,"Stove, Dishwasher, Dryer, Washer, Refrigerator",Flooring,"Ceramic Tile, Hardwood, Laminate",Basement Type,None,Building Features,Foundation Type,Concrete Slab,Style,Detached,Architecture Style,Character,Total Finished Area,1287 sqft,Structures,Shed,Heating & Cooling,Cooling,Heat Pump,Utilities,Utility Sewer,Septic System,Water,Drilled Well,Exterior Features,Exterior Finish,Vinyl,Parking,Parking Type,"Garage, Detached Garage, Gravel",,,,,,,,,,,
"03/18/2022, 17:26:46",https://www.realtor.ca/real-estate/24148119/64-dill-road-extension-currys-corner-currys-corner,"$599,000 ",64 Dill Road Extension,"Currys Corner, Nova Scotia B0N2T0",B0N2T0,MLS  Number: 202204303,3 + 0,3,3,Single Family,House,2,Currys Corner,Freehold,1 - 3 acres,2008,"Garage, Attached Garage, Interlocked",2 days,"Aug 31, 2018 Sold $380,000",2435 sqft,"Oven - Electric, Range - Gas, Dishwasher, Dryer - Electric, Washer, Refrigerator",Poured Concrete,Detached,,Full (Partially finished),Building,Bedrooms,Above Grade,3,Bathrooms,Total,3,Partial,1,Interior Features,Appliances Included,"Oven - Electric, Range - Gas, Dishwasher, Dryer - Electric, Washer, Refrigerator",Flooring,"Hardwood, Porcelain Tile",Basement Features,Walk out,Basement Type,Full (Partially finished),Building Features,Features,"Balcony, Level",Foundation Type,Poured Concrete,Style,Detached,Total Finished Area,2435 sqft,Rental Equipment,Propane Tank,Heating & Cooling,Cooling,"Central air conditioning, Heat Pump",Utilities,Utility Sewer,Septic System,Water,Municipal water,Exterior Features,Exterior Finish,"Brick, Vinyl",Neighbourhood Features,Community Features,"Recreational Facilities, School Bus",Amenities Nearby,"Golf Course, Park, Playground, Shopping, Place of Worship",Parking,Parking Type,"Garage, Attached Garage, Interlocked",,,,
"03/19/2022, 12:51:25",https://www.realtor.ca/real-estate/24148121/25-sunset-drive-kingston-kingston,"$165,000 ",25 Sunset Drive,"Kingston, Nova Scotia B0P1R0",B0P1R0,MLS  Number: 202204305,3 + 1,4,2,Single Family,House,2,Kingston,Freehold,under 1/2 acre,1995,,3 days,"Sep 13, 2013 Sold $112,100",1400 sqft,"Stove, Dryer, Washer, Microwave, Microwave Range Hood Combo, Refrigerator",Poured Concrete,Semi-detached,3 Level,Full (Partially finished),Building,Bedrooms,Above Grade,3,Below Grade,1,Bathrooms,Total,2,Partial,1,Interior Features,Appliances Included,"Stove, Dryer, Washer, Microwave, Microwave Range Hood Combo, Refrigerator",Flooring,"Laminate, Linoleum, Vinyl",Basement Type,Full (Partially finished),Building Features,Features,Level,Foundation Type,Poured Concrete,Style,Semi-detached,Architecture Style,3 Level,Total Finished Area,1400 sqft,Structures,Shed,Utilities,Utility Sewer,Municipal sewage system,Water,Drilled Well,Exterior Features,Exterior Finish,"Brick, Vinyl",Neighbourhood Features,Community Features,School Bus,Amenities Nearby,"Golf Course, Park, Playground, Public Transit, Shopping, Place of Worship",,,,,,,,
"03/19/2022, 12:52:45",https://www.realtor.ca/real-estate/24148161/1622-north-main-street-westville-westville,"$284,500 ",1622 North Main Street,"Westville, Nova Scotia B0K2A0",B0K2A0,MLS  Number: 202204309,3 + 0,3,2,Single Family,House,3,Westville,Freehold,under 1/2 acre,1959,Parking Space(s),3 days,,1558 sqft,"Stove, Dryer - Electric, Washer, Refrigerator",Poured Concrete,Detached,3 Level,Partial,Building,Bedrooms,Above Grade,3,Bathrooms,Total,2,Partial,1,Interior Features,Appliances Included,"Stove, Dryer - Electric, Washer, Refrigerator",Flooring,"Carpeted, Hardwood, Laminate, Linoleum",Basement Type,Partial,Building Features,Features,Level,Foundation Type,Poured Concrete,Style,Detached,Architecture Style,3 Level,Total Finished Area,1558 sqft,Structures,Shed,Utilities,Utility Sewer,Municipal sewage system,Water,Municipal water,Exterior Features,Exterior Finish,Brick,Neighbourhood Features,Community Features,School Bus,Amenities Nearby,"Playground, Shopping",Parking,Parking Type,Parking Space(s),,,,,,,
"03/19/2022, 12:54:32",https://www.realtor.ca/real-estate/24148124/31-panorama-lane-bedford-bedford,"$339,000 ",31 Panorama Lane,"Bedford, Nova Scotia B4A1P3",B4A1P3,MLS  Number: 202204308,3 + 0,3,2,Single Family,House,2,Bedford,Freehold,under 1/2 acre,1980,,3 days,,1470 sqft,"Stove, Dishwasher, Dryer, Washer, Refrigerator",Poured Concrete,Semi-detached,,,Building,Bedrooms,Above Grade,3,Bathrooms,Total,2,Partial,1,Interior Features,Appliances Included,"Stove, Dishwasher, Dryer, Washer, Refrigerator",Flooring,"Carpeted, Ceramic Tile, Hardwood, Vinyl",Building Features,Foundation Type,Poured Concrete,Style,Semi-detached,Total Finished Area,1470 sqft,Structures,Shed,Heating & Cooling,Cooling,Heat Pump,Utilities,Utility Sewer,Municipal sewage system,Water,Municipal water,Exterior Features,Exterior Finish,Vinyl,Neighbourhood Features,Community Features,"Recreational Facilities, School Bus",Amenities Nearby,"Golf Course, Park, Playground, Public Transit, Shopping, Place of Worship",,,,,,,,,,,,,
"03/19/2022, 12:55:34",https://www.realtor.ca/real-estate/24148162/35-lillian-drive-woodlawn-woodlawn,"$349,000 ",35 Lillian Drive,"Woodlawn, Nova Scotia B2W4B3",B2W4B3,MLS  Number: 202204310,3 + 0,3,2,Single Family,House,2,Woodlawn,Freehold,under 1/2 acre,1975,,3 days,"Mar 23, 2015 Sold $185,900",1377 sqft,"Stove, Dishwasher, Dryer, Washer, Microwave Range Hood Combo",Poured Concrete,Semi-detached,,,Building,Bedrooms,Above Grade,3,Bathrooms,Total,2,Partial,1,Interior Features,Appliances Included,"Stove, Dishwasher, Dryer, Washer, Microwave Range Hood Combo",Flooring,"Hardwood, Laminate, Tile",Building Features,Features,Gazebo,Foundation Type,Poured Concrete,Style,Semi-detached,Total Finished Area,1377 sqft,Structures,Shed,Heating & Cooling,Cooling,Heat Pump,Utilities,Utility Sewer,Municipal sewage system,Water,Municipal water,Exterior Features,Exterior Finish,Vinyl,Neighbourhood Features,Amenities Nearby,"Park, Playground, Public Transit, Shopping, Place of Worship",,,,,,,,,,,,,
"03/19/2022, 12:56:49",https://www.realtor.ca/real-estate/24148165/32-martyn-drive-fall-river-fall-river,"$424,900 ",32 Martyn Drive,"Fall River, Nova Scotia B2T1E7",B2T1E7,MLS  Number: 202204318,3 + 2,5,2,Single Family,House,1,Fall River,Freehold,under 1/2 acre,1977,"Garage, Attached Garage",3 days,"Nov 15, 2018 Sold $239,900",1960 sqft,"Stove, Dishwasher, Dryer, Washer, Microwave Range Hood Combo, Refrigerator",Poured Concrete,Detached,,,Building,Bedrooms,Above Grade,3,Below Grade,2,Bathrooms,Total,2,Partial,0,Interior Features,Appliances Included,"Stove, Dishwasher, Dryer, Washer, Microwave Range Hood Combo, Refrigerator",Flooring,"Ceramic Tile, Hardwood, Laminate",Building Features,Features,"Level, Sump Pump",Foundation Type,Poured Concrete,Style,Detached,Total Finished Area,1960 sqft,Rental Equipment,Propane Tank,Structures,Shed,Utilities,Utility Sewer,Septic System,Water,Drilled Well,Exterior Features,Exterior Finish,"Aluminum siding, Brick",Neighbourhood Features,Community Features,"Recreational Facilities, School Bus",Amenities Nearby,"Golf Course, Park, Playground, Public Transit, Shopping, Place of Worship",Parking,Parking Type,"Garage, Attached Garage",,,,,,,
