"03/25/2022, 19:14:57",https://www.realtor.ca/real-estate/24181702/491-lakeview-avenue-middle-sackville-middle-sackville,"$399,900 ",491 Lakeview Avenue,"Middle Sackville, Nova Scotia B4E3B8",B4E3B8,MLS® Number: 202205017,3 + 2,5,3,Single Family,House,1,Middle Sackville,Freehold,under 1/2 acre,1996,"Garage, Attached Garage, Gravel",1 day,"May 31, 2013 Sold $243,500",2250 sqft,"Range - Electric, Dishwasher, Dryer - Electric, Washer, Refrigerator",Poured Concrete,Detached,Character,,Building,Bedrooms,Above Grade,3,Below Grade,2,Bathrooms,Total,3,Partial,1,Interior Features,Appliances Included,"Range - Electric, Dishwasher, Dryer - Electric, Washer, Refrigerator",Flooring,"Laminate, Vinyl",Building Features,Foundation Type,Poured Concrete,Style,Detached,Architecture Style,Character,Total Finished Area,2250 sqft,Heating & Cooling,Cooling,Heat Pump,Utilities,Utility Sewer,Municipal sewage system,Water,Drilled Well,Exterior Features,Exterior Finish,Vinyl,Neighbourhood Features,Community Features,"Recreational Facilities, School Bus",Amenities Nearby,"Park, Playground",Parking,Parking Type,"Garage, Attached Garage, Gravel",,,,
"03/25/2022, 19:15:34",https://www.realtor.ca/real-estate/24181772/175177-third-avenue-lakeview-lakeview,"$1,200,000 ",175/177 Third Avenue,"Lakeview, Nova Scotia B4C4C9",B4C4C9,MLS® Number: 202205022,6 + 0,6,4,Single Family,House,2,Lakeview,Freehold,1 - 3 acres,1983,"Garage, Detached Garage, Gravel",1 day,,4065 sqft,Central Vacuum,Poured Concrete,Detached,,,Building,Bedrooms,Above Grade,6,Bathrooms,Total,4,Partial,1,Interior Features,Appliances Included,Central Vacuum,Flooring,"Ceramic Tile, Hardwood, Laminate",Building Features,Features,"Wheelchair access, Level",Foundation Type,Poured Concrete,Style,Detached,Total Finished Area,4065 sqft,Rental Equipment,"Propane Tank, Water Heater",Structures,Shed,Heating & Cooling,Cooling,Heat Pump,Utilities,Utility Sewer,Septic System,Water,Municipal water,Exterior Features,Exterior Finish,Vinyl,Parking,Parking Type,"Garage, Detached Garage, Gravel",,,,,,,
"03/25/2022, 19:15:58",https://www.realtor.ca/real-estate/24181773/17-cockburn-court-lower-sackville-lower-sackville,"$259,900 ",17 Cockburn Court,"Lower Sackville, Nova Scotia B4C1K4",B4C1K4,MLS® Number: 202205023,3 + 0,3,1,Single Family,House,2,Lower Sackville,Freehold,under 1/2 acre,1972,,1 day,,1403 sqft,,Poured Concrete,Detached,,,Building,Bedrooms,Above Grade,3,Bathrooms,Total,1,Partial,0,Interior Features,Flooring,"Hardwood, Laminate, Vinyl",Building Features,Foundation Type,Poured Concrete,Style,Detached,Total Finished Area,1403 sqft,Structures,Shed,Utilities,Utility Sewer,Municipal sewage system,Water,Municipal water,Exterior Features,Exterior Finish,Vinyl,Neighbourhood Features,Community Features,Recreational Facilities,Amenities Nearby,"Park, Playground, Public Transit, Shopping, Place of Worship",,,,,,,,,,,,,,
"03/25/2022, 19:16:25",https://www.realtor.ca/real-estate/24181774/27-slicers-lane-middle-sackville-middle-sackville,"$469,900 ",27 Slicers Lane,"Middle Sackville, Nova Scotia B4E0A7",B4E0A7,MLS® Number: 202205025,2 + 0,2,3,Single Family,House,1,Middle Sackville,Freehold,under 1/2 acre,2010,"Garage, Attached Garage",1 day,"Mar 26, 2015 Sold $280,000",1864 sqft,"Oven, Dishwasher, Dryer, Washer, Refrigerator",Poured Concrete,Detached,2 Level,,Building,Bedrooms,Above Grade,2,Bathrooms,Total,3,Partial,1,Interior Features,Appliances Included,"Oven, Dishwasher, Dryer, Washer, Refrigerator",Flooring,"Carpeted, Hardwood",Building Features,Foundation Type,Poured Concrete,Style,Detached,Architecture Style,2 Level,Total Finished Area,1864 sqft,Heating & Cooling,Cooling,Heat Pump,Utilities,Utility Sewer,Municipal sewage system,Water,Municipal water,Exterior Features,Exterior Finish,Vinyl,Neighbourhood Features,Community Features,School Bus,Amenities Nearby,"Playground, Public Transit, Shopping",Parking,Parking Type,"Garage, Attached Garage",,,,,,
"03/25/2022, 19:17:21",https://www.realtor.ca/real-estate/24181313/877-east-petpeswick-road-east-petpeswick-east-petpeswick,"$525,000 ",877 East Petpeswick Road,"East Petpeswick, Nova Scotia B0J2L0",B0J2L0,MLS® Number: 202205015,3 + 0,3,2,Single Family,House,2,East Petpeswick,Freehold,1 - 3 acres,,"Garage, Attached Garage, Gravel",1 day,,1735 sqft,"Stove, Dishwasher, Dryer, Washer, Microwave, Refrigerator, Central Vacuum",Poured Concrete,Detached,,Crawl space,Building,Bedrooms,Above Grade,3,Bathrooms,Total,2,Partial,0,Interior Features,Appliances Included,"Stove, Dishwasher, Dryer, Washer, Microwave, Refrigerator, Central Vacuum",Flooring,"Ceramic Tile, Hardwood",Basement Type,Crawl space,Building Features,Features,Treed,Foundation Type,Poured Concrete,Style,Detached,Total Finished Area,1735 sqft,Utilities,Utility Sewer,Septic System,Water,Drilled Well,Exterior Features,Exterior Finish,Wood shingles,Neighbourhood Features,Community Features,"Recreational Facilities, School Bus",Amenities Nearby,"Golf Course, Park, Shopping",Parking,Parking Type,"Garage, Attached Garage, Gravel",,,,,,,
"03/25/2022, 19:20:15",https://www.realtor.ca/real-estate/24181311/140-kestral-ridge-new-glasgow-new-glasgow,"$345,000 ",140 Kestral Ridge,"New Glasgow, Nova Scotia B2H5V6",B2H5V6,MLS® Number: 202205011,3 + 1,4,2,Single Family,House,1,New Glasgow,Freehold,under 1/2 acre,1999,,1 day,,2400 sqft,"Range - Electric, Dishwasher, Garburator, Refrigerator",Poured Concrete,Detached,Character,Full (Finished),Building,Bedrooms,Above Grade,3,Below Grade,1,Bathrooms,Total,2,Partial,0,Interior Features,Appliances Included,"Range - Electric, Dishwasher, Garburator, Refrigerator",Flooring,"Ceramic Tile, Hardwood, Laminate",Basement Type,Full (Finished),Building Features,Features,Level,Foundation Type,Poured Concrete,Style,Detached,Architecture Style,Character,Total Finished Area,2400 sqft,Structures,Shed,Utilities,Utility Sewer,Municipal sewage system,Water,Municipal water,Exterior Features,Exterior Finish,Vinyl,Neighbourhood Features,Community Features,"Recreational Facilities, School Bus",Amenities Nearby,"Park, Playground, Public Transit, Shopping, Place of Worship",,,,
"03/25/2022, 19:20:47",https://www.realtor.ca/real-estate/24179191/15-st-vincent-street-stellarton-stellarton,"$230,000 ",15 St Vincent Street,"Stellarton, Nova Scotia B0K1S0",B0K1S0,MLS® Number: 202205001,4 + 0,4,2,Single Family,House,2,Stellarton,Freehold,1/2 - 1 acre,,Gravel,2 days,"Sep 18, 2014 Sold $35,000",1500 sqft,"Dishwasher, Dryer, Washer, Refrigerator",Concrete Block,Detached,,,Building,Bedrooms,Above Grade,4,Bathrooms,Total,2,Partial,0,Interior Features,Appliances Included,"Dishwasher, Dryer, Washer, Refrigerator",Flooring,"Hardwood, Laminate",Building Features,Foundation Type,Concrete Block,Style,Detached,Total Finished Area,1500 sqft,Structures,Shed,Utilities,Utility Sewer,Municipal sewage system,Water,Municipal water,Exterior Features,Exterior Finish,Vinyl,Neighbourhood Features,Community Features,Recreational Facilities,Amenities Nearby,"Park, Shopping, Place of Worship",Parking,Parking Type,Gravel,,,,,,,,,
"03/25/2022, 19:21:21",https://www.realtor.ca/real-estate/24178926/763-rocknotch-road-greenwood-greenwood,"$315,000 ",763 ROCKNOTCH Road,"Greenwood, Nova Scotia B0P1N0",B0P1N0,MLS® Number: 202204998,3 + 0,3,3,Single Family,House,2,Greenwood,Freehold,1 - 3 acres,2012,"Garage, Attached Garage",2 days,,2400 sqft,"Range - Electric, Dishwasher, Refrigerator",Poured Concrete,Semi-detached,,Full (Partially finished),Building,Bedrooms,Above Grade,3,Bathrooms,Total,3,Partial,1,Interior Features,Appliances Included,"Range - Electric, Dishwasher, Refrigerator",Flooring,Laminate,Basement Features,Walk out,Basement Type,Full (Partially finished),Building Features,Features,Balcony,Foundation Type,Poured Concrete,Style,Semi-detached,Total Finished Area,2400 sqft,Heating & Cooling,Cooling,"Wall unit, Heat Pump",Utilities,Utility Sewer,Septic System,Water,Drilled Well,Exterior Features,Exterior Finish,Vinyl,Neighbourhood Features,Community Features,"Recreational Facilities, School Bus",Amenities Nearby,"Golf Course, Public Transit, Place of Worship",Parking,Parking Type,"Garage, Attached Garage",,
"03/25/2022, 19:21:49",https://www.realtor.ca/real-estate/24179192/436-main-street-parrsboro-parrsboro,"$125,000 ",436 Main Street,"Parrsboro, Nova Scotia B0M1S0",B0M1S0,MLS® Number: 202205002,4 + 0,4,2,Single Family,House,2,Parrsboro,Freehold,1/2 - 1 acre,1860,"Garage, Detached Garage, Gravel",2 days,,2084 sqft,"Range, Dryer, Washer, Refrigerator",Stone,Detached,,,Building,Bedrooms,Above Grade,4,Bathrooms,Total,2,Partial,0,Interior Features,Appliances Included,"Range, Dryer, Washer, Refrigerator",Flooring,Laminate,Building Features,Foundation Type,Stone,Style,Detached,Total Finished Area,2084 sqft,Heating & Cooling,Cooling,Wall unit,Utilities,Utility Sewer,Septic System,Water,Municipal water,Exterior Features,Exterior Finish,Wood siding,Neighbourhood Features,Amenities Nearby,"Shopping, Place of Worship",Parking,Parking Type,"Garage, Detached Garage, Gravel",,,,,,,,,,
"03/25/2022, 19:22:15",https://www.realtor.ca/real-estate/24178744/123-hemlock-drive-elmsdale-elmsdale,"$379,900 ",123 Hemlock Drive,"Elmsdale, Nova Scotia B2S1B9",B2S1B9,MLS® Number: 202204995,2 + 1,3,2,Single Family,House,1,Elmsdale,Freehold,under 1/2 acre,1997,"Garage, Detached Garage, Gravel",2 days,"Aug 4, 2021 Sold $400,000",1872 sqft,,Poured Concrete,Detached,,Full (Finished),Building,Bedrooms,Above Grade,2,Below Grade,1,Bathrooms,Total,2,Partial,0,Interior Features,Flooring,"Carpeted, Vinyl",Basement Type,Full (Finished),Building Features,Features,Level,Foundation Type,Poured Concrete,Style,Detached,Total Finished Area,1872 sqft,Structures,Shed,Heating & Cooling,Cooling,Heat Pump,Utilities,Utility Sewer,Municipal sewage system,Water,Municipal water,Exterior Features,Exterior Finish,Vinyl,Neighbourhood Features,Community Features,"Recreational Facilities, School Bus",Amenities Nearby,"Park, Playground, Shopping, Place of Worship",Parking,Parking Type,"Garage, Detached Garage, Gravel",,
"03/25/2022, 19:38:17",https://www.realtor.ca/real-estate/24178745/331-prospect-bay-road-prospect-village-prospect-village,"$399,900 ",331 Prospect Bay Road,"Prospect Village, Nova Scotia B3T1Z7",B3T1Z7,MLS® Number: 202204996,4 + 0,4,3,Single Family,House,2,Prospect Village,Freehold,under 1/2 acre,1966,"Garage, Detached Garage, Parking Space(s)",2 days,,2853 sqft,"Oven, Dryer, Washer, Refrigerator",Poured Concrete,Detached,,,Building,Bedrooms,Above Grade,4,Bathrooms,Total,3,Partial,0,Interior Features,Appliances Included,"Oven, Dryer, Washer, Refrigerator",Flooring,"Carpeted, Hardwood, Laminate, Tile",Building Features,Features,Treed,Foundation Type,Poured Concrete,Style,Detached,Total Finished Area,2853 sqft,Rental Equipment,Propane Tank,Utilities,Utility Sewer,Septic System,Water,Drilled Well,Exterior Features,Exterior Finish,Wood shingles,Neighbourhood Features,Community Features,"Recreational Facilities, School Bus",Amenities Nearby,"Golf Course, Park, Playground, Public Transit, Shopping, Place of Worship",Parking,Parking Type,"Garage, Detached Garage, Parking Space(s)",,,,,,,
"03/25/2022, 19:38:41",https://www.realtor.ca/real-estate/24178492/42-weir-avenue-stellarton-stellarton,"$379,000 ",42 Weir Avenue,"Stellarton, Nova Scotia B0K1S0",B0K1S0,MLS® Number: 202204992,4 + 0,4,2,Single Family,House,2,Stellarton,Freehold,under 1/2 acre,,Gravel,2 days,,2000 sqft,"Stove, Dryer, Washer, Refrigerator",Poured Concrete,Detached,,Full (Unfinished),Building,Bedrooms,Above Grade,4,Bathrooms,Total,2,Partial,1,Interior Features,Appliances Included,"Stove, Dryer, Washer, Refrigerator",Flooring,"Laminate, Vinyl, Other",Basement Type,Full (Unfinished),Building Features,Foundation Type,Poured Concrete,Style,Detached,Total Finished Area,2000 sqft,Utilities,Utility Sewer,Municipal sewage system,Water,Municipal water,Exterior Features,Exterior Finish,Other,Parking,Parking Type,Gravel,,,,,,,,,,,,,,
"03/25/2022, 19:39:10",https://www.realtor.ca/real-estate/24178348/702-89-waterfront-drive-bedford-bedford,"$479,000 ",702 89 Waterfront Drive,"Bedford, Nova Scotia B4A2E6",B4A2E6,MLS® Number: 202204984,2 + 0,2,2,Single Family,Apartment,1,Bedford,Condominium/Strata,,2003,"Garage, Underground, Parking Space(s)",2 days,"Aug 20, 2004 Sold $195,000",1215 sqft,"Stove, Dishwasher, Dryer, Washer, Microwave, Refrigerator",Concrete Block,,Other,Unknown,Building,Bedrooms,Above Grade,2,Bathrooms,Total,2,Partial,0,Interior Features,Appliances Included,"Stove, Dishwasher, Dryer, Washer, Microwave, Refrigerator",Flooring,"Carpeted, Ceramic Tile",Basement Type,Unknown,Building Features,Features,Balcony,Foundation Type,Concrete Block,Architecture Style,Other,Total Finished Area,1215 sqft,Utilities,Utility Sewer,Municipal sewage system,Water,Municipal water,Exterior Features,Exterior Finish,Brick,Pool Type,Above ground pool,Maintenance and Condo Information,Maintenance Fees,$497.32 Monthly,Parking,Parking Type,"Garage, Underground, Parking Space(s)",,,,,,,
"03/25/2022, 19:39:34",https://www.realtor.ca/real-estate/24178349/11-roland-road-fall-river-fall-river,"$187,900 ",11 Roland Road,"Fall River, Nova Scotia B2T1E6",B2T1E6,MLS® Number: 202204985,2 + 0,2,1,Single Family,House,1,Fall River,Unknown,,2014,None,2 days,,784 sqft,"Stove, Dryer, Washer, Refrigerator",,Detached,Mini,None,Building,Bedrooms,Above Grade,2,Bathrooms,Total,1,Partial,0,Interior Features,Appliances Included,"Stove, Dryer, Washer, Refrigerator",Flooring,Laminate,Basement Type,None,Building Features,Style,Detached,Architecture Style,Mini,Total Finished Area,784 sqft,Heating & Cooling,Cooling,"Wall unit, Heat Pump",Utilities,Utility Sewer,No sewage system,Water,None,Exterior Features,Exterior Finish,Vinyl,Parking,Parking Type,None,,,,,,,,,,,
"03/25/2022, 19:39:56",https://www.realtor.ca/real-estate/24178350/34-william-street-hantsport-hantsport,"$350,000 ",34 William Street,"Hantsport, Nova Scotia B0P1P0",B0P1P0,MLS® Number: 202204987,3 + 0,3,4,Single Family,House,2,Hantsport,Freehold,under 1/2 acre,1922,"Garage, Attached Garage",2 days,,4300 sqft,,Poured Concrete,Detached,Contemporary,Full (Unfinished),Building,Bedrooms,Above Grade,3,Bathrooms,Total,4,Partial,2,Interior Features,Flooring,"Engineered hardwood, Tile",Basement Type,Full (Unfinished),Building Features,Features,"Balcony, Level",Foundation Type,Poured Concrete,Style,Detached,Architecture Style,Contemporary,Total Finished Area,4300 sqft,Heating & Cooling,Cooling,"Wall unit, Heat Pump",Utilities,Utility Sewer,Municipal sewage system,Water,Municipal water,Exterior Features,Exterior Finish,Vinyl,Neighbourhood Features,Community Features,"Recreational Facilities, School Bus",Amenities Nearby,"Park, Playground, Public Transit, Shopping, Place of Worship",Parking,Parking Type,"Garage, Attached Garage",,,,
"03/25/2022, 19:40:35",https://www.realtor.ca/real-estate/24177897/837-highway-224-sheet-harbour-sheet-harbour,"$149,900 ",837 Highway 224,"Sheet Harbour, Nova Scotia B0J3B0",B0J3B0,MLS® Number: 202204979,2 + 0,2,1,Single Family,House,1,Sheet Harbour,Freehold,1/2 - 1 acre,1992,Gravel,2 days,"Nov 1, 2012 Sold $32,000",1428 sqft,,Poured Concrete,Detached,Character,Full (Partially finished),Building,Bedrooms,Above Grade,2,Bathrooms,Total,1,Partial,0,Interior Features,Flooring,Laminate,Basement Features,Walk out,Basement Type,Full (Partially finished),Building Features,Features,Level,Foundation Type,Poured Concrete,Style,Detached,Architecture Style,Character,Total Finished Area,1428 sqft,Structures,Shed,Heating & Cooling,Cooling,Heat Pump,Utilities,Utility Sewer,Septic System,Water,Dug Well,Exterior Features,Exterior Finish,Vinyl,Neighbourhood Features,Community Features,School Bus,Amenities Nearby,"Playground, Shopping",Parking,Parking Type,Gravel
