"03/26/2022, 10:40:11",https://www.realtor.ca/real-estate/24189180/23-glenwood-avenue-dartmouth-dartmouth,"$349,900 ",23 GLENWOOD Avenue,"Dartmouth, Nova Scotia B2Y3G8",B2Y3G8,MLS® Number: 202205236,3 + 0,3,2,Single Family,House,2,Dartmouth,Freehold,under 1/2 acre,,"Garage, Detached Garage",18 hours,,1572 sqft,"Range - Electric, Dryer, Washer, Refrigerator",Poured Concrete,Detached,3 Level,Full (Partially finished),Building,Bedrooms,Above Grade,3,Bathrooms,Total,2,Partial,0,Interior Features,Appliances Included,"Range - Electric, Dryer, Washer, Refrigerator",Flooring,"Hardwood, Vinyl",Basement Features,Walk out,Basement Type,Full (Partially finished),Building Features,Features,"Treed, Sloping",Foundation Type,Poured Concrete,Style,Detached,Architecture Style,3 Level,Total Finished Area,1572 sqft,Utilities,Utility Sewer,Municipal sewage system,Water,Municipal water,Exterior Features,Exterior Finish,Vinyl,Neighbourhood Features,Amenities Nearby,"Park, Public Transit",Parking,Parking Type,"Garage, Detached Garage",,,,,
"03/26/2022, 10:41:21",https://www.realtor.ca/real-estate/24188943/78-stonehurst-road-blue-rocks-blue-rocks,"$499,000 ",78 Stonehurst Road,"Blue Rocks, Nova Scotia B0J2C0",B0J2C0,MLS® Number: 202205230,2 + 0,2,1,Single Family,House,1,Blue Rocks,Freehold,3 - 10 acres,1989,Gravel,19 hours,,980 sqft,"Range - Electric, Washer, Refrigerator, Gas stove(s)",,Detached,,None,Building,Bedrooms,Above Grade,2,Bathrooms,Total,1,Partial,0,Interior Features,Appliances Included,"Range - Electric, Washer, Refrigerator, Gas stove(s)",Flooring,"Laminate, Vinyl",Basement Type,None,Building Features,Style,Detached,Total Finished Area,980 sqft,Rental Equipment,Propane Tank,Utilities,Utility Sewer,Septic System,Water,Drilled Well,Exterior Features,Exterior Finish,Vinyl,Parking,Parking Type,Gravel,,,,,,,,,,,,,,
"03/26/2022, 10:42:37",https://www.realtor.ca/real-estate/24189181/18-hospital-hill-road-garden-lots-garden-lots,"$599,000 ",18 Hospital Hill Road,"Garden Lots, Nova Scotia B0J2C0",B0J2C0,MLS® Number: 202205238,3 + 0,3,2,Single Family,House,2,Garden Lots,Freehold,under 1/2 acre,1880,,18 hours,,1667 sqft,,Stone,Detached,,Full (Partially finished),Building,Bedrooms,Above Grade,3,Bathrooms,Total,2,Partial,1,Interior Features,Flooring,"Carpeted, Hardwood, Laminate, Wood",Basement Features,Walk out,Basement Type,Full (Partially finished),Building Features,Foundation Type,Stone,Style,Detached,Total Finished Area,1667 sqft,Structures,Shed,Utilities,Utility Sewer,Unknown,Water,Municipal water,Exterior Features,Exterior Finish,Vinyl,Neighbourhood Features,Community Features,"Recreational Facilities, School Bus",Amenities Nearby,"Golf Course, Park, Playground, Shopping, Place of Worship",,,,,,,,,,
"03/26/2022, 10:43:53",https://www.realtor.ca/real-estate/24188639/85-anchor-drive-halifax-halifax,"$999,000 ",85 Anchor Drive,"Halifax, Nova Scotia B3N3B9",B3N3B9,MLS® Number: 202205214,3 + 0,3,3,Single Family,Row / Townhouse,2,Halifax,Condominium/Strata,,1999,Parking Space(s),20 hours,"Sep 29, 2015 Sold $600,000",2065 sqft,"Stove, Dishwasher, Dryer, Washer, Refrigerator, Central Vacuum",Poured Concrete,,2 Level,None,Building,Bedrooms,Above Grade,3,Bathrooms,Total,3,Partial,1,Interior Features,Appliances Included,"Stove, Dishwasher, Dryer, Washer, Refrigerator, Central Vacuum",Flooring,"Carpeted, Ceramic Tile, Hardwood, Marble",Basement Type,None,Building Features,Features,Balcony,Foundation Type,Poured Concrete,Architecture Style,2 Level,Total Finished Area,2065 sqft,Heating & Cooling,Cooling,Heat Pump,Utilities,Utility Sewer,Municipal sewage system,Water,Municipal water,Exterior Features,Exterior Finish,Brick,Neighbourhood Features,Amenities Nearby,"Park, Playground, Public Transit, Place of Worship",Maintenance and Condo Information,Maintenance Fees,$612.97 Monthly,Parking,Parking Type,Parking Space(s),,,
"03/26/2022, 10:45:46",https://www.realtor.ca/real-estate/24188642/2913-ostrea-lake-road-pleasant-point-pleasant-point,"$699,900 ",2913 Ostrea Lake Road,"Pleasant Point, Nova Scotia B0J2L0",B0J2L0,MLS® Number: 202205218,3 + 0,3,2,Single Family,House,2,Pleasant Point,Freehold,1 - 3 acres,2007,"Garage, Detached Garage, Gravel",20 hours,"Apr 10, 2017 Sold $237,000",1604 sqft,"Range - Electric, Dishwasher, Refrigerator, Hot Tub",Concrete Slab,Detached,2 Level,None,Building,Bedrooms,Above Grade,3,Bathrooms,Total,2,Partial,0,Interior Features,Appliances Included,"Range - Electric, Dishwasher, Refrigerator, Hot Tub",Flooring,"Ceramic Tile, Hardwood",Basement Type,None,Building Features,Features,"Treed, Balcony",Foundation Type,Concrete Slab,Style,Detached,Architecture Style,2 Level,Total Finished Area,1604 sqft,Structures,Shed,Heating & Cooling,Cooling,Heat Pump,Utilities,Utility Sewer,Septic System,Water,Drilled Well,Exterior Features,Exterior Finish,Log,Neighbourhood Features,Community Features,School Bus,Amenities Nearby,"Shopping, Place of Worship",Parking,Parking Type,"Garage, Detached Garage, Gravel"
"03/26/2022, 10:46:48",https://www.realtor.ca/real-estate/24188782/28-club-lane-wilmot-wilmot,"$437,000 ",28 Club Lane,"Wilmot, Nova Scotia B0P1W0",B0P1W0,MLS® Number: 202205224,3 + 0,3,2,Single Family,House,2,Wilmot,Freehold,10 - 49 acres,1989,"Garage, Detached Garage, Gravel",19 hours,,2208 sqft,"Stove, Refrigerator","Poured Concrete, Concrete Slab",Detached,Character,"Crawl space, None",Building,Bedrooms,Above Grade,3,Bathrooms,Total,2,Partial,0,Interior Features,Appliances Included,"Stove, Refrigerator",Flooring,"Ceramic Tile, Hardwood, Laminate",Basement Type,"Crawl space, None",Building Features,Features,"Level, Gazebo",Foundation Type,"Poured Concrete, Concrete Slab",Style,Detached,Architecture Style,Character,Total Finished Area,2208 sqft,Structures,Shed,Utilities,Utility Sewer,Septic System,Water,Drilled Well,Exterior Features,Exterior Finish,"Log, Wood siding",Neighbourhood Features,Community Features,School Bus,Amenities Nearby,Golf Course,Parking,Parking Type,"Garage, Detached Garage, Gravel",,,
"03/26/2022, 10:48:17",https://www.realtor.ca/real-estate/24188640/561-gould-road-burlington-burlington,"$129,900 ",561 Gould Road,"Burlington, Nova Scotia B0P1E0",B0P1E0,MLS® Number: 202205216,1 + 0,1,1,Single Family,House,1,Burlington,Freehold,1 - 3 acres,,,20 hours,"Jul 15, 2014 Sold $55,000",632 sqft,"Range - Electric, Dishwasher, Dryer - Electric, Washer, Refrigerator",Concrete Block,Detached,,Crawl space,Building,Bedrooms,Above Grade,1,Bathrooms,Total,1,Partial,0,Interior Features,Appliances Included,"Range - Electric, Dishwasher, Dryer - Electric, Washer, Refrigerator",Flooring,"Laminate, Linoleum, Tile",Basement Type,Crawl space,Building Features,Foundation Type,Concrete Block,Style,Detached,Total Finished Area,632 sqft,Structures,Shed,Utilities,Utility Sewer,Septic System,Water,Drilled Well,Exterior Features,Exterior Finish,Vinyl,,,,,,,,,,,,,,,
"03/26/2022, 10:48:53",https://www.realtor.ca/real-estate/24188641/249-291-j-ramsey-road-wittenburg-wittenburg,"$324,900 ",249 & 291 J Ramsey Road,"Wittenburg, Nova Scotia B0N2J0",B0N2J0,MLS® Number: 202205217,1 + 0,1,1,Single Family,House,1,Wittenburg,Freehold,10 - 49 acres,,"Garage, Detached Garage, Gravel",20 hours,,720 sqft,"Stove, Dryer, Washer, Refrigerator",Poured Concrete,Detached,,Full (Unfinished),Building,Bedrooms,Above Grade,1,Bathrooms,Total,1,Partial,0,Interior Features,Appliances Included,"Stove, Dryer, Washer, Refrigerator",Flooring,"Laminate, Linoleum",Basement Features,Walk out,Basement Type,Full (Unfinished),Building Features,Foundation Type,Poured Concrete,Style,Detached,Total Finished Area,720 sqft,Utilities,Utility Sewer,Septic System,Water,Drilled Well,Exterior Features,Exterior Finish,Wood siding,Neighbourhood Features,Community Features,School Bus,Amenities Nearby,Place of Worship,Parking,Parking Type,"Garage, Detached Garage, Gravel",,,,,,,
"03/26/2022, 10:50:24",https://www.realtor.ca/real-estate/24188780/88-almont-avenue-new-glasgow-new-glasgow,"$229,000 ",88 Almont Avenue,"New Glasgow, Nova Scotia B2H3G6",B2H3G6,MLS® Number: 202205222,3 + 0,3,2,Single Family,House,2,New Glasgow,Freehold,under 1/2 acre,,Gravel,19 hours,"Dec 14, 2021 Sold $85,000",1352 sqft,Dishwasher,Poured Concrete,Detached,,Full (Unfinished),Building,Bedrooms,Above Grade,3,Bathrooms,Total,2,Partial,1,Interior Features,Appliances Included,Dishwasher,Flooring,"Hardwood, Laminate",Basement Type,Full (Unfinished),Building Features,Foundation Type,Poured Concrete,Style,Detached,Total Finished Area,1352 sqft,Heating & Cooling,Cooling,Heat Pump,Utilities,Utility Sewer,Municipal sewage system,Water,Municipal water,Exterior Features,Exterior Finish,Vinyl,Parking,Parking Type,Gravel,,,,,,,,,,,
"03/26/2022, 10:51:33",https://www.realtor.ca/real-estate/24188510/62-main-street-hantsport-hantsport,"$350,000 ",62 Main Street,"Hantsport, Nova Scotia B0P1P0",B0P1P0,MLS® Number: 202205212,6 + 0,6,2,Single Family,House,2,Hantsport,Freehold,under 1/2 acre,,"Garage, Detached Garage",20 hours,,2156 sqft,"Stove, Dryer, Washer, Refrigerator","Poured Concrete, Stone",Detached,,Full (Unfinished),Building,Bedrooms,Above Grade,6,Bathrooms,Total,2,Partial,0,Interior Features,Appliances Included,"Stove, Dryer, Washer, Refrigerator",Flooring,"Carpeted, Laminate, Linoleum",Basement Type,Full (Unfinished),Building Features,Foundation Type,"Poured Concrete, Stone",Style,Detached,Total Finished Area,2156 sqft,Utilities,Utility Sewer,Municipal sewage system,Water,Municipal water,Exterior Features,Exterior Finish,Vinyl,Parking,Parking Type,"Garage, Detached Garage",,,,,,,,,,,,,,
"03/26/2022, 10:52:20",https://www.realtor.ca/real-estate/24188253/14-marilyn-court-kingston-kingston,"$485,000 ",14 Marilyn Court,"Kingston, Nova Scotia B0P1R0",B0P1R0,MLS® Number: 202205204,4 + 0,4,2,Single Family,House,1,Kingston,Freehold,under 1/2 acre,2018,"Garage, Attached Garage",21 hours,,1950 sqft,"Oven - Propane, Range, Dryer, Washer, Refrigerator, Water softener",Concrete Slab,Detached,Character,None,Building,Bedrooms,Above Grade,4,Bathrooms,Total,2,Partial,0,Interior Features,Appliances Included,"Oven - Propane, Range, Dryer, Washer, Refrigerator, Water softener",Flooring,"Laminate, Tile",Basement Type,None,Building Features,Features,Level,Foundation Type,Concrete Slab,Style,Detached,Architecture Style,Character,Total Finished Area,1950 sqft,Structures,Shed,Heating & Cooling,Cooling,Heat Pump,Utilities,Utility Sewer,Municipal sewage system,Water,Drilled Well,Exterior Features,Exterior Finish,Vinyl,Neighbourhood Features,Community Features,School Bus,Amenities Nearby,"Golf Course, Park, Playground, Public Transit, Shopping, Place of Worship",Parking,Parking Type,"Garage, Attached Garage"
"03/26/2022, 10:52:58",https://www.realtor.ca/real-estate/24188254/233-ritcey-crescent-dartmouth-dartmouth,"$729,900 ",233 Ritcey Crescent,"Dartmouth, Nova Scotia B2W6J9",B2W6J9,MLS® Number: 202205205,6 + 0,6,4,Single Family,House,2,Dartmouth,Freehold,under 1/2 acre,2002,"Garage, Attached Garage",21 hours,,5400 sqft,,Concrete Slab,Detached,,None,Building,Bedrooms,Above Grade,6,Bathrooms,Total,4,Partial,0,Interior Features,Flooring,"Carpeted, Ceramic Tile, Laminate",Basement Type,None,Building Features,Features,"Sloping, Level",Foundation Type,Concrete Slab,Style,Detached,Total Finished Area,5400 sqft,Rental Equipment,Propane Tank,Structures,Shed,Heating & Cooling,Cooling,Heat Pump,Utilities,Utility Sewer,Septic System,Water,Municipal water,Exterior Features,Exterior Finish,Vinyl,Neighbourhood Features,Community Features,Recreational Facilities,Amenities Nearby,Place of Worship,Parking,Parking Type,"Garage, Attached Garage",,
"03/26/2022, 10:53:31",https://www.realtor.ca/real-estate/24188255/158-middle-village-road-west-dover-west-dover,"$279,900 ",158 Middle Village Road,"West Dover, Nova Scotia B3Z3T3",B3Z3T3,MLS® Number: 202205207,3 + 0,3,1,Single Family,House,1,West Dover,Freehold,1/2 - 1 acre,1978,"Garage, Detached Garage, Gravel",21 hours,,1560 sqft,"Stove, Dishwasher, Dryer, Washer, Microwave Range Hood Combo, Refrigerator, Wine Fridge",Poured Concrete,Detached,Character,Crawl space,Building,Bedrooms,Above Grade,3,Bathrooms,Total,1,Partial,0,Interior Features,Appliances Included,"Stove, Dishwasher, Dryer, Washer, Microwave Range Hood Combo, Refrigerator, Wine Fridge",Flooring,"Ceramic Tile, Hardwood",Basement Type,Crawl space,Building Features,Foundation Type,Poured Concrete,Style,Detached,Architecture Style,Character,Total Finished Area,1560 sqft,Structures,Shed,Utilities,Utility Sewer,Septic System,Water,Drilled Well,Exterior Features,Exterior Finish,Vinyl,Neighbourhood Features,Community Features,"Recreational Facilities, School Bus",Amenities Nearby,Place of Worship,Parking,Parking Type,"Garage, Detached Garage, Gravel",,,,,
"03/26/2022, 10:54:32",https://www.realtor.ca/real-estate/24188507/60-haven-drive-bridgewater-bridgewater,"$159,900 ",60 Haven Drive,"Bridgewater, Nova Scotia B4V4C4",B4V4C4,MLS® Number: 202205210,2 + 0,2,1,Single Family,Mobile Home,1,Bridgewater,Leasehold,,1997,,20 hours,,976 sqft,"Range, Dryer, Washer, Refrigerator",,,Mini,None,Building,Bedrooms,Above Grade,2,Bathrooms,Total,1,Partial,0,Interior Features,Appliances Included,"Range, Dryer, Washer, Refrigerator",Flooring,"Carpeted, Vinyl",Basement Type,None,Building Features,Features,Level,Architecture Style,Mini,Total Finished Area,976 sqft,Structures,Shed,Utilities,Utility Sewer,Municipal sewage system,Water,Municipal water,Exterior Features,Exterior Finish,Vinyl,Neighbourhood Features,Community Features,"Recreational Facilities, School Bus",Amenities Nearby,"Golf Course, Park, Playground, Public Transit, Shopping, Place of Worship",,,,,,,,,,
"03/26/2022, 10:55:07",https://www.realtor.ca/real-estate/24188506/1-brooklyn-shore-road-brooklyn-brooklyn,"$469,000 ",1 Brooklyn Shore Road,"Brooklyn, Nova Scotia B0J1H0",B0J1H0,MLS® Number: 202205209,4 + 0,4,3,Single Family,House,3,Brooklyn,Freehold,1/2 - 1 acre,1871,"Garage, Detached Garage, Gravel",20 hours,"Jun 4, 2021 Sold $175,000",2787 sqft,"Stove, Dishwasher, Washer/Dryer Combo",Stone,Detached,,Unknown,Building,Bedrooms,Above Grade,4,Bathrooms,Total,3,Partial,1,Interior Features,Appliances Included,"Stove, Dishwasher, Washer/Dryer Combo",Flooring,"Hardwood, Laminate, Slate, Wood",Basement Type,Unknown,Building Features,Features,"Treed, Sump Pump",Foundation Type,Stone,Style,Detached,Total Finished Area,2787 sqft,Structures,Shed,Heating & Cooling,Cooling,Heat Pump,Utilities,Utility Sewer,Municipal sewage system,Water,Municipal water,Exterior Features,Exterior Finish,Wood siding,Neighbourhood Features,Community Features,"Recreational Facilities, School Bus",Amenities Nearby,"Golf Course, Park, Playground, Shopping, Place of Worship",Parking,Parking Type,"Garage, Detached Garage, Gravel",,
"03/26/2022, 10:55:41",https://www.realtor.ca/real-estate/24188023/190-main-street-liverpool-liverpool,"$799,900 ",190 Main Street,"Liverpool, Nova Scotia B0T1K0",B0T1K0,MLS® Number: 202205199,8 + 0,8,8,Single Family,House,3,Liverpool,Freehold,under 1/2 acre,1895,,22 hours,,4116 sqft,,"Poured Concrete, Stone",Detached,3 Level,Full (Unfinished),Building,Bedrooms,Above Grade,8,Bathrooms,Total,8,Partial,0,Interior Features,Flooring,"Carpeted, Ceramic Tile, Engineered hardwood, Hardwood, Tile",Basement Features,Walk out,Basement Type,Full (Unfinished),Building Features,Foundation Type,"Poured Concrete, Stone",Style,Detached,Architecture Style,3 Level,Total Finished Area,4116 sqft,Heating & Cooling,Cooling,"Wall unit, Heat Pump",Utilities,Utility Sewer,Municipal sewage system,Water,Municipal water,Exterior Features,Exterior Finish,Wood siding,Neighbourhood Features,Community Features,"Recreational Facilities, School Bus",Amenities Nearby,"Golf Course, Park, Playground, Place of Worship",,,,,,,
